qn_ans_code,qn_text,qn_type,qn_label_godata_eng,qn_label_godata_ita,qn_label_godata_ara,qn_label_godata_ukr,ans_label,ans_value,qn_label,accept_na
Q1A2Q32A1Q5A2Q1A2,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,Soap and water,Soap and water,contact_1m_hhaft_most_alcsoap,1
Q1A2Q32A1Q5A2Q1A3,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_c775d072-23ef-4857-9dd5-c04277d1ca52,Water,Water,contact_1m_hhaft_most_alcsoap,1
Q1A2Q32A1Q5A3,Did you perform hand hygiene after contact with the patient?,Single Answer,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,Occasionally,Occasionally,contact_1m_hhaft,1
Q1A2Q32A1Q5A3Q1A1,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,Alcohol-based hand rub,Alcohol-based hand rub,contact_1m_hhaft_occasion_alcsoap,1
Q1A2Q32A1Q5A3Q1A2,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,Soap and water,Soap and water,contact_1m_hhaft_occasion_alcsoap,1
Q1A2Q32A1Q5A3Q1A3,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_8247b929-c344-414a-a710-818cdafac346,Water,Water,contact_1m_hhaft_occasion_alcsoap,1
Q1A2Q32A1Q5A4,Did you perform hand hygiene after contact with the patient?,Single Answer,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,Rarely,Rarely,contact_1m_hhaft,1
Q1A2Q32A1Q5A4Q1A1,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,Alcohol-based hand rub,Alcohol-based hand rub,contact_1m_hhaft_rare_alcsoap,1
Q1A2Q32A1Q5A4Q1A2,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,Soap and water,Soap and water,contact_1m_hhaft,1
Q1A2Q32A1Q5A4Q1A3,What do you use to wash your hands?,Multiple answers,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,what_do_you_use_to_wash_your_hands_clone_cac202d4-860b-4ba1-ba20-ff7d12e0fad8_clone_bbd5cdb9-8d74-4b15-b2eb-addaad9de699_clone_c4afee02-84e4-43fc-ad6f-7ebf9d9073d2_clone_4b5242df-3fde-446a-b866-66ac8e15705a,Water,Water,contact_1m_hhaft,1
Q1A2Q32A1Q5A5,Did you perform hand hygiene after contact with the patient?,Single Answer,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,did_you_perform_hand_hygiene_after_contact_with_the_patient,Never,Never,contact_1m_hhaft,1
Q1A2Q32A1Q6A1,Were you present for any aerosolizing procedures performed on the patient?,Single Answer,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,Yes,Yes,contact_1m_aerosol,1
Q1A2Q32A1Q6A1Q1,Describe the procedure:,Freetext,describe_the_procedure,describe_the_procedure,describe_the_procedure,describe_the_procedure,NA,NA,contact_1m_aerosol_specify,1
Q1A2Q32A1Q6A1Q2A1,Did you wear PPE?,Single Answer,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,Yes,Yes,contact_1m_aerosol_ppe,1
Q1A2Q32A1Q6A1Q2A1Q1,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Medical/surgical mask,Medical/surgical mask,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q2,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Face shield,Face shield,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q3,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Gloves,Gloves,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q4,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Goggles/glasses,Goggles/glasses,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q5,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Gown,Gown,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q6,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Coverall,Coverall,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q7,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Head cover,Head cover,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q8,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,"Respirator (e.g. N95, FFP2 or equivalent)","Respirator (e.g. N95, FFP2 or equivalent)",contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A1Q9,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb,Shoe covers,Shoe covers,contact_1m_aerosol_ppe_type,1
Q1A2Q32A1Q6A1Q2A2,Did you wear PPE?,Single Answer,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,No,No,contact_1m_aerosol_ppe,1
Q1A2Q32A1Q6A1Q2A3,Did you wear PPE?,Single Answer,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b,Unknown,Unknown,contact_1m_aerosol_ppe,1
Q1A2Q32A1Q6A2,Were you present for any aerosolizing procedures performed on the patient?,Single Answer,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,No,No,contact_1m_aerosol,1
Q1A2Q32A1Q6A3,Were you present for any aerosolizing procedures performed on the patient?,Single Answer,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,were_you_present_for_any_aerosolizing_procedures_performed_on_the_patient,Unknown,Unknown,contact_1m_aerosol,1
Q1A2Q32A1Q7A1,Did you come into contact with the patient’s body fluids?,Single Answer,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,Yes,Yes,contact_1m_bodyfld,1
Q1A2Q32A1Q7A1Q1,Which body fluids:,Freetext,which_body_fluids,which_body_fluids,which_body_fluids,which_body_fluids,NA,NA,contact_1m_bodyfld_specify,1
Q1A2Q32A1Q7A1Q2A1,Were you wearing PPE?,Single Answer,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,Yes,Yes,contact_1m_bodyfld_ppe,1
Q1A2Q32A1Q7A1Q2A1Q1A1,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Medical/surgical mask,Medical/surgical mask,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A2,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Face shield,Face shield,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A3,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Gloves,Gloves,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A4,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Goggles/glasses,Goggles/glasses,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A5,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Gown,Gown,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A6,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Coverall,Coverall,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A7,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Head cover,Head cover,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A8,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,"Respirator (e.g. N95, FFP2 or equivalent)","Respirator (e.g. N95, FFP2 or equivalent)",contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A1Q1A9,What type?,Multiple answers,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,what_type_clone_81dbb2db-69b6-45cc-8045-db92b4a6dabb_clone_c08f3e3b-429e-45db-976e-c36a962a36e8,Shoe covers,Shoe covers,contact_1m_bodyfld_ppe_type,1
Q1A2Q32A1Q7A1Q2A2,Were you wearing PPE?,Single Answer,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,No,No,contact_1m_bodyfld_ppe,1
Q1A2Q32A1Q7A1Q2A3,Were you wearing PPE?,Single Answer,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,did_you_wear_ppe_clone_6b35b9d8-43e4-41d3-b3db-b0ee68b0d96b_clone_22e726aa-f23e-4177-8aec-4c217234c944,Unknown,Unknown,contact_1m_bodyfld_ppe,1
Q1A2Q32A1Q7A2,Did you come into contact with the patient’s body fluids?,Single Answer,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,No,No,contact_1m_bodyfld,1
Q1A2Q32A1Q7A3,Did you come into contact with the patient’s body fluids?,Single Answer,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,did_you_come_into_contact_with_the_patients_body_fluids,Unknown,Unknown,contact_1m_bodyfld,1
